Business_ID,Business_Name,Category,Area,Rating,Reviews,Price_Range,Delivery_Time_Minutes,Monthly_Online_Orders,Date_Added,Monthly_Customers,Avg_Order_Value,Monthly_Sales,Delivery_Rating,Is_Active,Staff_Count
BIZ5199,Tandoor Trails Cafe,Auto Repair,Wakad,4.7,874,Low,,,02-01-2023,3971,708,0,,Yes,6
BIZ5200,SpiceHub Bakery,Restaurant,Hadapsar,4.4,709,Medium,,700,25-12-2024,5622,192,134400,,No,6
BIZ5201,FixIt Bakery,Salon,Magarpatta,4.1,729,Medium,,,05-09-2024,7576,503,0,,Yes,9
BIZ5202,SmartBuy Clothing,Cafe,Shivaji Nagar,4,650,Medium,56,1515,19-11-2023,4599,255,386325,3.3,No,9
BIZ5203,Durga Grocery,Cafe,Sinhagad Road,4.1,610,Medium,55,1591,30-03-2024,4088,331,526621,3.2,Yes,13
BIZ5204,GlowUp Restaurant,Salon,Sinhagad Road,2.8,230,Low,44,,17-10-2024,1605,295,0,2.5,No,23
BIZ5205,Durga Grocery,Restaurant,Hadapsar,4.7,1192,High,36,1892,18-07-2023,832,220,416240,2.3,Yes,12
BIZ5206,SpiceHub Auto Repair,Auto Repair,Shivaji Nagar,4.2,598,Medium,,767,19-05-2024,4380,192,147264,,No,24
BIZ5207,Durga Salon,Cafe,Aundh,2.7,253,Medium,36,,26-02-2023,5030,555,0,3.1,Yes,5
BIZ5208,GlowUp Cafe,Restaurant,Bibwewadi,4.5,591,Medium,50,225,14-09-2023,3181,515,115875,3.3,No,23
BIZ5209,BakersPoint Bakery,Cafe,Kothrud,4,803,High,35,,27-06-2023,7813,482,0,5,Yes,5
BIZ5210,Kalyani Restaurant,Bakery,Koregaon Park,3.7,1282,Low,42,,08-05-2023,3601,560,0,2.8,No,22
BIZ5211,BakersPoint Grocery,Cafe,Karve Nagar,3.5,62,Medium,37,,09-03-2023,7628,600,0,2.8,Yes,4
BIZ5212,FixIt Auto Repair,Restaurant,Kharadi,3.6,705,Low,,,24-02-2024,2556,526,0,,Yes,8
BIZ5213,GlowUp Clothing,Auto Repair,Magarpatta,3.8,761,High,28,1678,04-05-2023,5633,740,1241720,3.2,No,4
BIZ5214,Durga Auto Repair,Salon,Yerwada,3.9,704,Low,,1956,28-09-2024,3608,609,1191204,,Yes,4
BIZ5215,Kalyani Restaurant,Bakery,Nigdi,4.8,1249,High,,,26-08-2024,9485,497,0,,No,10
BIZ5216,Durga Salon,Salon,Baner,4.5,957,Low,,,13-10-2024,6169,156,0,,No,19
BIZ5217,SpiceHub Cafe,Grocery,Swargate,2.9,261,High,,1831,15-01-2024,4834,316,578596,,No,7
BIZ5218,Kalyani Salon,Bakery,Koregaon Park,4.8,941,High,31,529,29-07-2023,6313,462,244398,2.1,Yes,9
BIZ5219,Durga Bakery,Salon,Nigdi,3.4,870,Low,,,04-03-2023,9764,431,0,,No,9
BIZ5220,ChaiVilla Electronics,Clothing,Koregaon Park,2.6,445,High,,1111,01-12-2024,9006,741,823251,,No,8
BIZ5221,Tandoor Trails Auto Repair,Grocery,Hinjewadi,2.6,807,Low,39,,14-03-2023,3615,672,0,2.4,Yes,7
BIZ5222,GlowUp Bakery,Grocery,Aundh,2.5,392,Medium,,,10-05-2024,140,556,0,,No,16
BIZ5223,Tandoor Trails Bakery,Restaurant,Koregaon Park,4,943,Low,,,10-09-2023,9756,775,0,,No,5
BIZ5224,SmartBuy Cafe,Cafe,Hinjewadi,2.7,662,Medium,46,1605,10-07-2023,6105,406,651630,2.2,No,23
BIZ5225,SmartBuy Grocery,Electronics,Yerwada,4,471,Low,,,06-02-2023,8395,263,0,,Yes,7
BIZ5226,SpiceHub Auto Repair,Electronics,Sinhagad Road,3.1,1201,High,,,30-03-2024,2810,646,0,,Yes,15
BIZ5227,FreshMart Salon,Restaurant,Viman Nagar,4.2,731,High,53,,15-10-2023,388,171,0,3.2,Yes,21
BIZ5228,GlowUp Grocery,Bakery,Wakad,4.1,1410,Low,23,,16-12-2024,8540,241,0,2.4,No,11
BIZ5229,SmartBuy Restaurant,Restaurant,Hadapsar,4.4,824,High,30,,06-05-2023,8790,685,0,3.6,Yes,22
BIZ5230,BakersPoint Cafe,Salon,Bibwewadi,5,364,High,,,22-10-2023,6045,493,0,,No,8
BIZ5231,Durga Auto Repair,Bakery,Kharadi,4.9,578,Medium,,168,21-03-2023,2376,425,71400,,Yes,4
BIZ5232,Durga Restaurant,Electronics,Hadapsar,4.5,882,High,50,,12-03-2023,4070,171,0,4.5,No,9
BIZ5233,FixIt Bakery,Restaurant,Deccan,2.9,445,Low,,,11-03-2024,4586,618,0,,Yes,7
BIZ5234,FixIt Electronics,Clothing,Kothrud,3.8,1428,Medium,,749,29-08-2024,644,206,154294,,Yes,3
BIZ5235,BakersPoint Electronics,Auto Repair,Karve Nagar,2.6,592,Low,,,18-07-2024,2736,365,0,,Yes,24
BIZ5236,ChaiVilla Bakery,Grocery,Viman Nagar,4.7,1206,Medium,35,1716,21-01-2023,3789,493,845988,2,No,17
BIZ5237,Kalyani Restaurant,Cafe,Baner,4.6,506,Low,,,16-03-2024,3719,712,0,,Yes,9
BIZ5238,SmartBuy Clothing,Restaurant,Deccan,4.6,1258,Medium,32,105,31-05-2024,1425,596,62580,4.5,Yes,11
BIZ5239,FixIt Restaurant,Restaurant,Kothrud,4.1,1013,Medium,,,31-05-2023,6744,244,0,,No,23
BIZ5240,SmartBuy Cafe,Bakery,Nigdi,3.9,522,High,,,24-01-2023,8344,390,0,,No,13
BIZ5241,FixIt Clothing,Cafe,Camp,2.7,671,High,48,,22-09-2023,1748,170,0,4,Yes,2
BIZ5242,BakersPoint Auto Repair,Bakery,Aundh,2.8,92,Medium,41,,19-08-2024,7863,466,0,2.3,No,16
BIZ5243,BakersPoint Electronics,Clothing,Magarpatta,3.5,968,High,59,202,14-09-2024,3433,353,71306,3.1,Yes,15
BIZ5244,Tandoor Trails Grocery,Bakery,Magarpatta,3.9,843,Medium,32,,11-05-2023,1008,360,0,2.5,No,12
BIZ5245,ChaiVilla Auto Repair,Bakery,Kharadi,4.7,1233,High,,,18-04-2024,1103,706,0,,Yes,7
BIZ5246,Tandoor Trails Auto Repair,Salon,Kothrud,2.7,520,Medium,50,,09-11-2024,2319,374,0,2.1,Yes,2
BIZ5247,SpiceHub Clothing,Cafe,Baner,4.4,143,Medium,25,,11-04-2024,6484,393,0,4.2,No,5
BIZ5248,ChaiVilla Restaurant,Auto Repair,Yerwada,4.7,943,Medium,,807,28-03-2024,4901,661,533427,,No,8
BIZ5249,Kalyani Electronics,Cafe,Wakad,3.6,1104,Low,,403,25-11-2024,8437,629,253487,,Yes,22
BIZ5250,FixIt Salon,Grocery,Kharadi,2.9,1212,Medium,44,730,08-07-2024,806,657,479610,4.8,Yes,3
BIZ5251,Tandoor Trails Grocery,Electronics,Baner,3.3,927,High,,,23-11-2023,1228,789,0,,Yes,4
BIZ5252,GlowUp Restaurant,Bakery,Yerwada,4.3,1172,Low,40,1368,12-05-2024,7184,277,378936,4.3,No,24
BIZ5253,FixIt Salon,Bakery,Wakad,4.9,532,High,33,1561,26-09-2023,3871,352,549472,3.2,Yes,9
BIZ5254,Durga Grocery,Bakery,Nigdi,2.5,304,High,,,15-11-2023,9593,539,0,,Yes,10
BIZ5255,BakersPoint Grocery,Salon,Sinhagad Road,2.7,594,Low,,,12-08-2024,2634,295,0,,No,8
BIZ5256,Tandoor Trails Salon,Grocery,Bibwewadi,4.3,1274,Low,,,30-12-2023,3897,312,0,,Yes,3
BIZ5257,Tandoor Trails Auto Repair,Restaurant,Shivaji Nagar,4.7,852,Medium,,,08-04-2024,4213,742,0,,No,18
BIZ5258,GlowUp Cafe,Bakery,Karve Nagar,3.9,1211,High,,,16-04-2024,2621,240,0,,Yes,5
BIZ5259,Kalyani Electronics,Auto Repair,Wakad,3.1,861,Medium,49,483,29-01-2024,6735,151,72933,4,Yes,4
BIZ5260,FreshMart Restaurant,Salon,Viman Nagar,3.5,1420,Medium,54,,10-09-2023,974,693,0,2.9,Yes,16
BIZ5261,ChaiVilla Auto Repair,Cafe,Yerwada,3.2,995,High,44,851,14-07-2024,3012,582,495282,4.4,No,9
BIZ5262,SpiceHub Cafe,Grocery,Hinjewadi,2.6,258,High,50,278,04-02-2024,6573,626,174028,5,Yes,10
BIZ5263,Kalyani Grocery,Electronics,Sinhagad Road,3.1,498,Low,23,974,18-01-2024,6469,158,153892,3.5,Yes,18
BIZ5264,SmartBuy Salon,Clothing,Koregaon Park,4.4,774,High,57,896,24-06-2023,8512,221,198016,2.6,No,17
BIZ5265,BakersPoint Grocery,Auto Repair,Wakad,3.9,1488,High,35,,02-10-2024,2851,722,0,3.3,Yes,6
BIZ5266,SmartBuy Bakery,Salon,Aundh,3.1,663,High,,446,12-11-2024,7693,319,142274,,No,8
BIZ5267,Tandoor Trails Clothing,Electronics,Deccan,4.8,99,Low,51,,20-04-2024,6259,734,0,4.7,No,22
BIZ5268,Durga Grocery,Auto Repair,Kharadi,2.7,991,High,,,20-03-2024,1422,244,0,,No,4
BIZ5269,SmartBuy Electronics,Cafe,Bibwewadi,4.5,1317,High,,1217,14-02-2024,4166,556,676652,,Yes,5
BIZ5270,FixIt Electronics,Electronics,Hadapsar,3.3,544,High,56,,08-05-2024,3496,393,0,4.5,Yes,18
BIZ5271,Kalyani Clothing,Auto Repair,Kharadi,2.8,1175,Low,,,17-11-2023,3329,597,0,,No,6
BIZ5272,BakersPoint Auto Repair,Auto Repair,Hadapsar,3.6,304,Medium,,179,05-04-2023,4821,674,120646,,Yes,13
BIZ5273,Kalyani Clothing,Auto Repair,Karve Nagar,4,598,High,,365,07-03-2024,2834,784,286160,,Yes,16
BIZ5274,BakersPoint Salon,Cafe,Bibwewadi,4.5,405,High,26,135,02-01-2023,4408,407,54945,4.9,No,16
BIZ5275,BakersPoint Salon,Electronics,Shivaji Nagar,3.6,132,High,21,,28-04-2023,5644,265,0,3.5,No,24
BIZ5276,SpiceHub Salon,Bakery,Wakad,2.8,1393,High,,1963,11-10-2024,3277,311,610493,,Yes,18
BIZ5277,FixIt Clothing,Salon,Kharadi,4.8,247,Low,25,593,14-03-2024,3251,531,314883,2.7,Yes,22
BIZ5278,FixIt Clothing,Restaurant,Shivaji Nagar,4.3,581,Low,20,,16-08-2023,6279,409,0,3,Yes,16
BIZ5279,BakersPoint Clothing,Grocery,Aundh,4.1,327,High,57,,06-12-2024,6048,486,0,4.8,Yes,12
BIZ5280,Kalyani Grocery,Clothing,Nigdi,4.1,815,High,22,348,04-10-2023,4889,694,241512,5,No,21
BIZ5281,SmartBuy Electronics,Restaurant,Karve Nagar,4.8,492,Low,30,643,06-03-2024,7912,349,224407,2.5,Yes,20
BIZ5282,GlowUp Bakery,Grocery,Hadapsar,2.8,1115,Medium,,,26-04-2023,1892,788,0,,No,14
BIZ5283,FixIt Restaurant,Grocery,Hinjewadi,4.4,800,High,,,07-06-2024,3695,268,0,,No,25
BIZ5284,SmartBuy Grocery,Salon,Karve Nagar,4.7,1189,High,,,08-07-2024,7142,768,0,,Yes,10
BIZ5285,BakersPoint Cafe,Grocery,Magarpatta,2.9,412,High,25,,01-12-2024,6486,676,0,3.6,Yes,7
BIZ5286,Kalyani Clothing,Restaurant,Camp,3.9,363,High,35,,30-05-2023,5960,227,0,4.9,Yes,7
BIZ5287,GlowUp Grocery,Bakery,Nigdi,2.6,897,Low,,722,12-05-2023,6148,664,479408,,No,14
BIZ5288,Durga Salon,Grocery,Viman Nagar,3,711,Medium,33,628,02-04-2023,4775,195,122460,3.8,Yes,12
BIZ5289,SmartBuy Grocery,Bakery,Yerwada,3,389,High,22,609,07-10-2023,8915,381,232029,3.3,No,14
BIZ5290,BakersPoint Auto Repair,Grocery,Hinjewadi,4.4,782,Medium,48,,13-08-2024,6297,418,0,4.2,Yes,19
BIZ5291,SpiceHub Cafe,Auto Repair,Baner,4.6,682,Medium,,,05-04-2023,666,745,0,,No,13
BIZ5292,ChaiVilla Auto Repair,Electronics,Aundh,4,761,Low,46,,26-03-2024,6637,424,0,4.7,No,16
BIZ5293,SpiceHub Auto Repair,Restaurant,Viman Nagar,2.5,985,High,59,,03-05-2024,8510,672,0,2.3,No,17
BIZ5294,Durga Grocery,Clothing,Kothrud,3.3,118,Low,,,12-06-2023,9833,595,0,,Yes,10
BIZ5295,SpiceHub Grocery,Electronics,Shivaji Nagar,2.5,597,Low,,,18-10-2024,4587,770,0,,No,14
BIZ5296,FixIt Cafe,Cafe,Wakad,3.8,292,Medium,21,,06-05-2023,2582,548,0,4.9,No,9
BIZ5297,SmartBuy Salon,Electronics,Yerwada,4.2,976,High,46,293,24-08-2024,5854,224,65632,3.8,Yes,13
BIZ5298,FreshMart Grocery,Bakery,Kothrud,3.3,651,High,,915,07-08-2023,9821,414,378810,,No,17
BIZ5299,Durga Clothing,Electronics,Swargate,2.8,167,Medium,,796,18-08-2023,9649,751,597796,,Yes,8
BIZ5300,FreshMart Clothing,Bakery,Nigdi,3.6,337,Low,,477,20-08-2023,4919,401,191277,,Yes,21
BIZ5301,ChaiVilla Auto Repair,Bakery,Pashan,4,656,Medium,49,,19-12-2024,3158,735,0,4.9,No,4
BIZ5302,SpiceHub Bakery,Grocery,Karve Nagar,3.7,409,Low,34,,04-05-2023,2163,515,0,3.7,No,22
BIZ5303,SpiceHub Restaurant,Electronics,Bibwewadi,3.2,1151,High,47,,24-12-2024,7606,266,0,4,Yes,3
BIZ5304,GlowUp Bakery,Salon,Koregaon Park,2.8,340,Medium,33,487,24-12-2024,4180,768,374016,3.3,No,17
BIZ5305,FreshMart Clothing,Electronics,Deccan,4.8,591,Medium,,,15-06-2023,3456,490,0,,Yes,14
BIZ5306,BakersPoint Bakery,Grocery,Sinhagad Road,2.9,705,Low,,1987,08-06-2023,811,248,492776,,No,25
BIZ5307,Durga Restaurant,Salon,Magarpatta,2.6,585,Medium,34,,02-03-2024,1136,355,0,3,Yes,20
BIZ5308,Kalyani Grocery,Restaurant,Baner,4.3,147,Medium,45,,18-06-2023,4183,770,0,3.4,No,14
BIZ5309,FixIt Electronics,Clothing,Nigdi,3.8,1244,High,23,,09-09-2023,1353,150,0,2.3,No,6
BIZ5310,Kalyani Cafe,Auto Repair,Camp,4.3,1196,Medium,,,14-07-2024,9213,341,0,,No,17
BIZ5311,FixIt Restaurant,Bakery,Swargate,2.5,1182,Medium,48,,08-01-2024,4572,196,0,4.8,No,20
BIZ5312,SpiceHub Salon,Bakery,Yerwada,4.6,524,Medium,30,,01-09-2023,4185,473,0,2.6,No,7
BIZ5313,FixIt Salon,Restaurant,Hinjewadi,4.5,1500,High,,,12-10-2024,6794,607,0,,Yes,15
BIZ5314,FixIt Cafe,Bakery,Hinjewadi,4.4,1356,Low,40,1638,01-01-2024,5682,776,1271088,3.7,No,5
BIZ5315,SmartBuy Clothing,Clothing,Yerwada,3.6,1114,Medium,23,185,30-10-2023,6480,187,34595,4.1,No,22
BIZ5316,Kalyani Auto Repair,Electronics,Hinjewadi,4.8,85,High,,,03-09-2024,4804,249,0,,Yes,16
BIZ5317,GlowUp Grocery,Cafe,Yerwada,4.8,836,Low,,,21-05-2023,5049,417,0,,Yes,24
BIZ5318,Kalyani Restaurant,Bakery,Pashan,3.6,622,Low,21,447,23-08-2023,9124,736,328992,2.6,Yes,11
BIZ5319,SmartBuy Salon,Cafe,Koregaon Park,4.9,1095,Low,54,1499,13-07-2023,8200,770,1154230,4.6,Yes,21
BIZ5320,SpiceHub Clothing,Clothing,Aundh,2.5,512,Medium,53,,21-03-2024,7173,791,0,3.7,Yes,10
BIZ5321,SmartBuy Auto Repair,Salon,Swargate,4.2,116,Low,,,25-04-2024,5020,343,0,,Yes,11
BIZ5322,SpiceHub Salon,Auto Repair,Viman Nagar,3,91,Low,,992,23-06-2024,2151,617,612064,,Yes,21
BIZ5323,SmartBuy Restaurant,Cafe,Yerwada,4.7,198,High,,1837,02-05-2024,9187,577,1059949,,Yes,25
BIZ5324,Kalyani Clothing,Auto Repair,Bibwewadi,4.1,438,Low,,,28-08-2024,3858,548,0,,Yes,5
BIZ5325,BakersPoint Cafe,Restaurant,Baner,4.1,471,High,58,,30-03-2023,6769,223,0,4.9,Yes,6
BIZ5326,BakersPoint Auto Repair,Auto Repair,Aundh,3.5,716,High,,423,10-04-2024,7294,589,249147,,Yes,8
BIZ5327,Durga Bakery,Auto Repair,Sinhagad Road,3.6,733,Medium,21,,05-03-2023,9691,345,0,3.1,No,15
BIZ5328,Tandoor Trails Salon,Clothing,Hinjewadi,4.3,44,Low,35,891,25-04-2024,4556,716,637956,4.2,Yes,24
BIZ5329,Durga Electronics,Clothing,Yerwada,2.6,1206,High,58,,07-02-2024,3102,728,0,2.1,Yes,14
BIZ5330,FreshMart Cafe,Clothing,Bibwewadi,4.9,856,Medium,,412,11-06-2024,1707,401,165212,,Yes,8
BIZ5331,FreshMart Bakery,Cafe,Hadapsar,3.3,304,High,38,,17-12-2023,9346,490,0,4.4,No,11
BIZ5332,FixIt Grocery,Bakery,Aundh,3.1,727,Medium,27,,12-02-2024,8186,308,0,3.4,Yes,5
BIZ5333,FreshMart Clothing,Restaurant,Hadapsar,2.6,261,Medium,,1609,27-07-2023,2461,201,323409,,Yes,14
BIZ5334,Durga Clothing,Bakery,Swargate,2.7,416,High,21,734,15-02-2024,2429,778,571052,4.6,Yes,6
BIZ5335,Durga Restaurant,Auto Repair,Nigdi,3.7,719,Low,,1343,31-01-2023,1387,153,205479,,Yes,21
BIZ5336,Durga Grocery,Salon,Aundh,3.3,299,Low,,,30-07-2024,9406,186,0,,No,9
BIZ5337,GlowUp Grocery,Cafe,Hadapsar,3.8,872,Low,,,11-05-2023,1261,206,0,,No,21
BIZ5338,FixIt Restaurant,Auto Repair,Karve Nagar,4.6,830,Medium,,57,07-09-2024,4177,173,9861,,No,8
BIZ5339,Durga Cafe,Clothing,Viman Nagar,4,703,Low,,,20-08-2024,5690,380,0,,No,16
BIZ5340,Durga Restaurant,Salon,Swargate,3,910,Low,35,,13-01-2024,4316,725,0,2.6,No,2
BIZ5341,ChaiVilla Grocery,Cafe,Pashan,4.5,834,Medium,,967,07-10-2024,8922,212,205004,,No,15
BIZ5342,Tandoor Trails Clothing,Salon,Hadapsar,2.9,1234,Low,46,,11-11-2024,6733,499,0,3.9,No,6
BIZ5343,FixIt Electronics,Cafe,Shivaji Nagar,4,198,Low,52,,09-02-2024,8619,504,0,4.6,No,21
BIZ5344,SpiceHub Auto Repair,Auto Repair,Viman Nagar,3.2,955,High,27,442,29-10-2023,217,719,317798,3.6,No,23
BIZ5345,Durga Clothing,Restaurant,Camp,3.6,1206,High,,,10-03-2024,7266,554,0,,Yes,25
BIZ5346,Tandoor Trails Electronics,Restaurant,Yerwada,4.5,1067,Medium,,,10-08-2024,6446,510,0,,Yes,13
BIZ5347,SpiceHub Bakery,Electronics,Pashan,4.4,1337,Medium,,,01-04-2023,9774,658,0,,No,14
BIZ5348,ChaiVilla Clothing,Clothing,Sinhagad Road,4.1,1408,Medium,,,24-01-2024,7020,565,0,,No,9
BIZ5349,Durga Auto Repair,Electronics,Viman Nagar,3.5,150,High,,,02-01-2024,3968,235,0,,No,12
BIZ5350,Durga Cafe,Grocery,Sinhagad Road,3.9,595,Low,,871,22-07-2024,6845,385,335335,,Yes,19
BIZ5351,FreshMart Bakery,Bakery,Karve Nagar,2.9,748,Low,59,,14-02-2024,9712,780,0,2,Yes,21
BIZ5352,ChaiVilla Restaurant,Salon,Hinjewadi,3.1,514,High,47,,20-12-2023,4803,729,0,2.2,Yes,16
BIZ5353,SmartBuy Salon,Salon,Pashan,3.1,863,Low,25,,24-01-2024,919,433,0,3.4,Yes,22
BIZ5354,BakersPoint Salon,Electronics,Sinhagad Road,3.3,569,Low,60,,28-09-2024,6906,152,0,5,Yes,19
BIZ5355,FreshMart Bakery,Clothing,Aundh,2.7,121,Medium,27,1363,18-09-2023,7842,751,1023613,4.1,No,20
BIZ5356,FixIt Salon,Electronics,Baner,4.2,190,Low,,555,21-10-2024,1094,562,311910,,No,21
BIZ5357,Durga Clothing,Grocery,Shivaji Nagar,3,71,High,,830,04-06-2024,5016,703,583490,,Yes,17
BIZ5358,Kalyani Auto Repair,Cafe,Bibwewadi,2.9,1172,Medium,,,15-04-2023,5915,238,0,,No,8
BIZ5359,FreshMart Restaurant,Clothing,Hinjewadi,2.7,380,Low,35,1470,03-12-2023,7796,441,648270,4.3,Yes,22
BIZ5360,Durga Grocery,Restaurant,Shivaji Nagar,3.3,227,Low,,,09-09-2024,6967,264,0,,Yes,2
BIZ5361,Kalyani Clothing,Clothing,Koregaon Park,2.7,1254,High,26,178,17-06-2024,9542,550,97900,2.3,Yes,13
BIZ5362,Durga Salon,Bakery,Karve Nagar,2.6,563,Low,58,,10-04-2024,2846,675,0,2,Yes,22
BIZ5363,SmartBuy Salon,Cafe,Sinhagad Road,2.8,318,Medium,,623,23-12-2024,5461,754,469742,,No,4
BIZ5364,ChaiVilla Restaurant,Grocery,Hadapsar,4.9,1206,Medium,46,,19-12-2024,5805,547,0,3.4,Yes,6
BIZ5365,FreshMart Bakery,Salon,Koregaon Park,3.9,441,Medium,,1331,24-05-2023,6561,593,789283,,Yes,24
BIZ5366,GlowUp Grocery,Auto Repair,Magarpatta,3.1,1161,Low,59,,25-02-2024,176,404,0,3.1,Yes,9
BIZ5367,FixIt Bakery,Restaurant,Hadapsar,4.9,836,Low,26,,13-08-2023,4727,473,0,2.3,Yes,10
BIZ5368,FreshMart Electronics,Bakery,Magarpatta,4.7,1388,Low,50,,26-08-2024,7628,434,0,4.3,No,2
BIZ5369,FixIt Grocery,Auto Repair,Magarpatta,2.9,1079,Low,,,14-05-2024,4283,302,0,,Yes,9
BIZ5370,FreshMart Restaurant,Auto Repair,Baner,4.4,1375,High,29,990,24-08-2023,104,589,583110,3,Yes,2
BIZ5371,SpiceHub Auto Repair,Clothing,Aundh,3.6,376,Medium,,724,30-06-2023,696,745,539380,,No,25
BIZ5372,FreshMart Electronics,Clothing,Baner,4.3,997,High,,1280,30-08-2023,195,536,686080,,Yes,24
BIZ5373,ChaiVilla Bakery,Electronics,Aundh,3,800,Medium,,1820,17-10-2024,2756,497,904540,,Yes,9
BIZ5374,BakersPoint Electronics,Electronics,Viman Nagar,4.3,1023,Low,,775,31-07-2024,4630,442,342550,,Yes,18
BIZ5375,GlowUp Cafe,Grocery,Koregaon Park,3.2,832,High,48,1947,16-08-2023,9581,706,1374582,2.1,No,21
BIZ5376,Kalyani Cafe,Electronics,Baner,4.1,56,Low,20,,17-10-2024,238,709,0,4.8,Yes,20
BIZ5377,ChaiVilla Salon,Bakery,Wakad,3.3,959,High,36,,09-08-2024,3890,205,0,2.9,Yes,22
BIZ5378,Durga Clothing,Auto Repair,Sinhagad Road,4.2,1232,Low,,1188,29-09-2023,3167,368,437184,,No,12
BIZ5379,SpiceHub Salon,Grocery,Pashan,3.3,1152,High,,,31-03-2023,4555,462,0,,Yes,23
BIZ5380,SpiceHub Electronics,Electronics,Koregaon Park,3.1,1082,Medium,,1288,17-02-2023,6150,213,274344,,No,4
BIZ5381,Durga Restaurant,Cafe,Bibwewadi,3.7,741,High,42,160,15-05-2024,6659,332,53120,3.3,Yes,3
BIZ5382,FreshMart Bakery,Restaurant,Hadapsar,4.9,133,Low,34,400,02-12-2024,1057,190,76000,2.6,No,6
BIZ5383,SmartBuy Bakery,Auto Repair,Shivaji Nagar,3.3,438,Low,25,,15-07-2024,5505,695,0,4.5,No,2
BIZ5384,ChaiVilla Restaurant,Restaurant,Aundh,3.5,43,Medium,42,1365,25-06-2023,6839,357,487305,4.4,Yes,14
BIZ5385,Tandoor Trails Auto Repair,Bakery,Shivaji Nagar,4.7,1369,Low,57,1514,25-03-2023,7070,154,233156,2.8,No,20
BIZ5386,FreshMart Grocery,Restaurant,Bibwewadi,2.9,808,High,,,13-05-2024,2564,274,0,,Yes,11
BIZ5387,FixIt Auto Repair,Cafe,Deccan,3.4,509,Medium,58,96,30-05-2023,3883,321,30816,2.2,No,12
BIZ5388,FreshMart Electronics,Grocery,Baner,2.5,1386,Low,31,,10-09-2024,3827,691,0,4.3,Yes,17
BIZ5389,GlowUp Restaurant,Grocery,Karve Nagar,3.1,18,Low,,,01-03-2023,9129,335,0,,No,23
BIZ5390,SpiceHub Auto Repair,Auto Repair,Hinjewadi,3.7,1477,High,,,01-09-2024,3219,629,0,,No,19
BIZ5391,SpiceHub Clothing,Salon,Hinjewadi,4.4,821,Medium,55,,03-09-2024,4985,295,0,4.6,Yes,4
BIZ5392,SmartBuy Auto Repair,Salon,Sinhagad Road,3.5,174,Low,52,,24-01-2023,1887,369,0,4.4,Yes,23
BIZ5393,FreshMart Bakery,Bakery,Bibwewadi,4.9,415,Low,,,17-04-2024,4887,467,0,,Yes,11
BIZ5394,FreshMart Cafe,Salon,Kharadi,3.5,1179,Medium,51,,15-11-2024,9999,317,0,4.7,Yes,20
BIZ5395,Durga Bakery,Bakery,Hadapsar,4.4,201,Low,31,,15-07-2024,1382,332,0,4.3,No,16
BIZ5396,ChaiVilla Bakery,Auto Repair,Yerwada,3.6,1130,Medium,53,,24-06-2024,7790,496,0,3.9,No,9
BIZ5397,ChaiVilla Grocery,Cafe,Bibwewadi,3.8,1436,High,33,443,29-10-2023,8935,197,87271,3.7,Yes,17
BIZ5398,FixIt Electronics,Bakery,Aundh,4.9,944,High,60,887,07-11-2023,6642,477,423099,4.9,Yes,18
BIZ5399,Durga Electronics,Cafe,Deccan,2.6,1379,High,,,30-09-2024,5516,782,0,,No,11
BIZ5400,SmartBuy Clothing,Auto Repair,Deccan,2.8,758,High,34,401,14-08-2024,7047,581,232981,3.9,No,19
BIZ5401,FreshMart Electronics,Bakery,Koregaon Park,3.6,904,High,31,,30-07-2023,2424,193,0,4.3,Yes,19
BIZ5402,BakersPoint Salon,Bakery,Koregaon Park,3.4,637,High,,1478,27-03-2023,6151,229,338462,,No,13
BIZ5403,BakersPoint Auto Repair,Electronics,Sinhagad Road,3.2,1044,High,60,,17-08-2024,4769,575,0,4.1,No,16
BIZ5404,Kalyani Restaurant,Salon,Nigdi,3.6,660,Low,50,,01-01-2023,8139,176,0,3.9,No,15
BIZ5405,FreshMart Auto Repair,Electronics,Pashan,3.2,132,High,53,,22-08-2024,5078,657,0,2.5,No,6
BIZ5406,SmartBuy Restaurant,Electronics,Kharadi,2.6,794,High,31,,02-02-2023,2269,509,0,3.8,Yes,9
BIZ5407,Durga Auto Repair,Bakery,Kothrud,2.7,387,Low,,,08-09-2024,8065,700,0,,No,22
BIZ5408,Tandoor Trails Salon,Grocery,Yerwada,4.9,1154,Medium,50,,14-01-2024,3509,396,0,2.6,No,18
BIZ5409,Durga Grocery,Bakery,Pashan,3.8,81,High,,1964,05-10-2024,6749,187,367268,,Yes,18
BIZ5410,ChaiVilla Electronics,Auto Repair,Swargate,4.1,215,High,60,1742,04-12-2024,6203,461,803062,3.3,No,15
BIZ5411,GlowUp Salon,Restaurant,Wakad,2.9,1120,High,59,,09-03-2024,8871,168,0,3.7,Yes,24
BIZ5412,FreshMart Restaurant,Clothing,Kothrud,4.7,156,High,,,30-03-2023,5837,795,0,,Yes,9
BIZ5413,Durga Cafe,Salon,Kharadi,4.2,1375,Low,,,20-09-2024,3049,510,0,,Yes,10
BIZ5414,Tandoor Trails Salon,Bakery,Koregaon Park,4.1,185,High,,,09-06-2023,4252,163,0,,No,20
BIZ5415,FixIt Salon,Cafe,Kothrud,4.6,1195,High,26,435,24-06-2023,1183,696,302760,3.8,No,7
BIZ5416,Kalyani Auto Repair,Grocery,Sinhagad Road,3.8,486,Low,,228,07-07-2023,8227,255,58140,,No,3
